"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
06304,,,,Maiorca,,Barcellona,05/04/1401,,,"Archivio di Stato di Prato (Datini)","Gualbes (padrone)"
06305,,,,Beirut,,Valenza,01/10/1400,,,"Archivio di Stato di Prato (Datini)","Michele Gualbi (padrone)"
06306,navetta,,,Maiorca,30/04/1403,Beirut,05/05/1403,,,"Archivio di Stato di Prato (Datini)","Gualbes (padrone)"
06307,,,,Maiorca,17/01/1404,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Gualbes (padrone)"
06309,nave,,,Barcellona,13/02/1406,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Gualbes (padrone)"
06312,,,,Barcellona,28/04/1408,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Gualbes (padrone)"
06313,galea,,,Barcellona,03/06/1396,Beirut,,,,"Archivio di Stato di Prato (Datini)","Ferier di  Grielbi (capitano), Ferier di Gualbi (capitano), n.s. (n.s.)"
06315,galeotta,,,Valenza,,Barcellona,16/10/1409,,,"Archivio di Stato di Prato (Datini)","Niccolaio de Gualbi (padrone)"
06316,,,,Genova,,Pisa,05/09/1390,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Gualenti di  Genova (padrone)"
06321,galea,,,Barcellona,03/08/1395,Maiorca,09/08/1395,,,"Archivio di Stato di Prato (Datini)","Guanes (padrone)"
06323,galea,,,Trapani,05/10/1399,Barcellona,14/11/1399,,,"Archivio di Stato di Prato (Datini)","Guanes (padrone)"
06324,,,,Livorno,22/11/1389,Palermo,,,,"Archivio di Stato di Prato (Datini)","messer Anfredo da Guano (padrone)"
06327,nave,,,"Aigues Mortes",20/03/1400,,,,,"Archivio di Stato di Prato (Datini)","Guarca (Iacopo) (padrone)"
06328,nave,,,Genova,25/12/1400,Romania,,"Aigues Mortes",grano,"Archivio di Stato di Prato (Datini)","Guarco (padrone), Uberto da Rosciano (conducitore)"
06330,,,,"Aigues Mortes",10/03/1401,Gaeta,,"Genova, Pisa","biadi, panni","Archivio di Stato di Prato (Datini)","Iacopo di Guarco (padrone)"
06331,,,,Palermo,25/02/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo Guardi (padrone)"
06333,legno,,,Barcellona,10/12/1401,Maiorca,15/12/1401,,,"Archivio di Stato di Prato (Datini)","Guardiola (padrone)"
06341,,,,Pisa,10/12/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Giovanni Guercio (padrone)"
06342,,,,Valenza,01/04/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Ferando Guerra (padrone)"
06343,,,,Bruges,13/12/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Matteo Doni (padrone), Ferando Guerra (conducitore)"
06345,,,,Bruges,02/01/1396,Genova,,,robbia,"Archivio di Stato di Prato (Datini)","Ferando Guerra (padrone), Matteo Doni (noleggiatore)"
06346,nave,,,Bruges,02/01/1396,,,,robbia,"Archivio di Stato di Prato (Datini)","Ferando Guerra (padrone), Matteo Doni (noleggiatore)"
06347,,,,Pisa,18/04/1396,Genova,,,,"Archivio di Stato di Prato (Datini)","Ferrando Guerra (padrone)"
06348,spinazza,,,Catalogna,,Pisa,25/04/1392,,,"Archivio di Stato di Prato (Datini)","Stefano Guerra (padrone)"
06349,nave,,,Pisa,29/01/1390,Palermo,02/02/1390,,,"Archivio di Stato di Prato (Datini)","Giovanni ser Guglielmi di Lucca (padrone)"
06350,liuto,,,Genova,09/07/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmino (di Francesco) da Panicaglia (padrone)"
06351,barca,,,Genova,,Pisa,15/07/1392,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06352,liuto,,,Pisa,17/07/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06353,,,,Pisa,05/08/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06354,,,,Pisa,03/09/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06355,,,,Pisa,23/11/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06356,liuto,,,Genova,,Pisa,04/01/1393,,,"Archivio di Stato di Prato (Datini)","Guglielmino (di Francesco) da Panicaglia (padrone)"
06357,,,,Pisa,07/01/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06358,liuto,,,Pisa,25/08/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06359,,,,Pisa,15/09/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Panicaglia (padrone)"
06360,liuto,,,Genova,,Pisa,12/11/1393,,,"Archivio di Stato di Prato (Datini)","Guglielmo (padrone)"
06361,legno,,,Pisa,15/05/1391,Roma,,,,"Archivio di Stato di Prato (Datini)","Guglielmino di Simonino de La Spezia (padrone)"
06364,,,,Livorno,,Pisa,12/08/1393,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Angiolino (padrone)"
06365,,,,Livorno,,Pisa,06/03/1399,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Angiolino (padrone)"
06368,,,,Livorno,,Pisa,28/11/1401,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Guglielmo (padrone)"
06370,,,,Southampton,07/02/1389,,,,,"Archivio di Stato di Prato (Datini)","Guglielmo P…di Savona (padrone)"
06375,,,,Livorno,,Pisa,08/03/1395,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Piero (padrone)"
06376,,,,Livorno,,Pisa,23/07/1392,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Ristoro da San Vito (padrone)"
06377,barca,,,Livorno,06/06/1399,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmo di Ristoro da San Vito (padrone)"
06381,barca,,,Livorno,21/09/1390,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06382,,,,Livorno,26/04/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06383,,,,Livorno,28/11/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06384,,,,Livorno,,Pisa,24/12/1392,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06385,barca,,,Livorno,30/05/1393,Pisa,31/05/1393,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06386,,,,Livorno,,Pisa,06/03/1394,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06387,barca,,,Livorno,,Pisa,06/04/1394,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06388,barca,,,Livorno,,Pisa,13/01/1395,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06389,,,,Livorno,,Pisa,15/03/1395,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06390,,,,Livorno,,Pisa,01/04/1395,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06391,liuto,,,Livorno,17/12/1399,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guglielmo d'Ugolino (padrone)"
06393,,,,Barcellona,19/11/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Pellegrino delle Guia (padrone), Paolo della Grue (padrone)"
06396,nave,,,Catania,15/10/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Guido d'Alberto (padrone)"
06397,nave,,"Catalogna-Spagna, n.s.",Napoli,,Pisa,04/10/1394,,,"Archivio di Stato di Prato (Datini)","Guido d'Alberto (padrone), Luigi Sacco (padrone)"
06398,piatta,,,Livorno,,Pisa,06/04/1394,,,"Archivio di Stato di Prato (Datini)","Guidone (padrone)"
06399,piatta,,,Livorno,,Pisa,04/03/1396,,,"Archivio di Stato di Prato (Datini)","Guido di Bono (padrone)"
06400,piatta,,,Livorno,,Pisa,15/03/1396,,,"Archivio di Stato di Prato (Datini)","Guiduccio di Bono (padrone)"
06405,,,,Marsiglia,18/11/1395,Napoli,,,"sale, biado","Archivio di Stato di Prato (Datini)","Guido da Pisa (padrone)"
06406,barca,,,Napoli,,Pisa,12/08/1396,,,"Archivio di Stato di Prato (Datini)","Guido da Pisa (padrone)"
06407,,,,Napoli,,Genova,20/08/1396,,,"Archivio di Stato di Prato (Datini)","Guido da Pisa (padrone)"
06408,nave,,,Pisa,02/01/1397,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Guido da Vieri (padrone)"
06409,,,,Southampton,07/02/1395,,,,,"Archivio di Stato di Prato (Datini)","Arrigo Leccavelo di Genova (padrone), Bartolomeo Guinigi (padrone)"
06411,spinazza,,,Pisa,23/07/1393,Bruges,,"Savona, Cadice, Inghilterra","carte di lucchesi","Archivio di Stato di Prato (Datini)","Antonio Guinigi di Lucca (padrone)"
06412,,,,Pisa,09/08/1393,Savona,,Genova,,"Archivio di Stato di Prato (Datini)","Antonio Guinigi di Lucca (padrone)"
06418,,,,Tortosa,,Pisa,23/12/1393,Barcellona,,"Archivio di Stato di Prato (Datini)","Antonio Guinigi di Lucca (padrone)"
06419,,,,Genova,16/12/1393,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Antonio Guinigi di Lucca (padrone)"
06422,,,,Pisa,04/04/1394,,,,,"Archivio di Stato di Prato (Datini)","Guinigi (padrone)"
06424,,,,Catalogna,,Pisa,24/12/1393,,,"Archivio di Stato di Prato (Datini)","Antonio Guinigi di Lucca (padrone)"
06425,,,,Genova,,Motrone,18/10/1398,,,"Archivio di Stato di Prato (Datini)","Antonio Gugia (padrone)"
06427,,Guinigia,,Fiandra,,Pisa,24/06/1395,,,"Archivio di Stato di Prato (Datini)",
06428,liuto,,,Motrone,,Pisa,30/12/1398,,,"Archivio di Stato di Prato (Datini)","Paolo Guinigi (padrone)"
06448,,,,Palermo,08/11/1384,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bernardo Iacopi di Colliveri (padrone)"
06449,,,,Palermo,10/11/1384,Palermo,09/02/1385,Pisa,,"Archivio di Stato di Prato (Datini)","Bernardo Iacopi di Colliveri (padrone)"
06451,barca,,,Collioure,19/04/1402,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Bernardo Iacopi di Colliveri (padrone)"
06452,,,,Maiorca,03/11/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bernardo Iacopi di Colliveri (padrone)"
06455,barca,,,Livorno,,Pisa,15/03/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo d'Angnol di Pisa (padrone)"
06457,barca,,,Livorno,02/06/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo d'Agnollo (padrone)"
06458,,,,Livorno,,Pisa,08/06/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo d'Agnolo (padrone)"
06460,nave,,,Maiorca,15/10/1403,Genova,,Barcellona,,"Archivio di Stato di Prato (Datini)","Iacopo d'Antonio (padrone)"
06463,piatta,,,Livorno,19/07/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo di Ceo di Pisa (padrone)"
06464,piatta,,,Livorno,23/08/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo di Ceo di Pisa (padrone)"
06466,barca,,,Livorno,,Pisa,12/11/1393,,,"Archivio di Stato di Prato (Datini)","Iacopo di Chimento (padrone)"
06467,barca,,,Livorno,03/03/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo di Francesco da Pisa (padrone)"
06469,vacchetta,,,Pisa,,Livorno,23/05/1389,,,"Archivio di Stato di Prato (Datini)","Iacopo di Francesco da Pisa (padrone)"
06470,vacchetta,,,Livorno,27/01/1390,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iacopo di Francesco (padrone)"
06472,saettia,,,Genova,,Pisa,09/09/1393,,,"Archivio di Stato di Prato (Datini)","Iacopo di Francesco (padrone)"
06473,barca,,,Genova,,Pisa,16/08/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Francesco da Pisa (padrone)"
06476,barca,,,Livorno,13/05/1395,Pisa,14/05/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06477,,,,Livorno,,Pisa,26/05/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06479,,,,Livorno,,Pisa,09/06/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06480,barca,,,Livorno,14/06/1395,Pisa,15/06/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06481,,,,Livorno,,Pisa,17/06/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06482,,,,Livorno,,Pisa,26/05/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giovanni (padrone)"
06483,,,,Livorno,,Pisa,04/09/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giorgio di Livorno (padrone)"
06484,schifo,,,Livorno,,Pisa,04/11/1396,,,"Archivio di Stato di Prato (Datini)","Iacopo di Giovanni (padrone)"
06485,barca,,,Pisa,27/05/1396,Genova,,,,"Archivio di Stato di Prato (Datini)","Iacopo da Panicaglia (padrone)"
06486,,,,Livorno,,Pisa,01/04/1395,,,"Archivio di Stato di Prato (Datini)","Iacopo di Piero (padrone)"
06487,vacchetta,,,Civitavecchia,,Pisa,22/08/1394,,,"Archivio di Stato di Prato (Datini)","Iacopo da Porto Venere (padrone)"
06488,,,,Livorno,,Pisa,02/03/1399,,,"Archivio di Stato di Prato (Datini)","Iacopo di Produomo (padrone)"
06490,saettia,,,Genova,09/07/1392,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06491,saettia,,,Roma,24/10/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06492,saettia,,,Pisa,13/11/1392,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06493,,,,Roma,,Pisa,23/12/1392,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06494,saettia,,,Pisa,28/12/1392,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06495,,,,Pisa,31/03/1393,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06496,,,,Pisa,08/06/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06498,saettia,,,Genova,26/06/1393,Pisa,03/07/1393,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06499,saettia,,,Pisa,23/10/1393,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06500,,,,Pisa,02/04/1394,Genova,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06501,saetta,,,Pisa,13/06/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06502,galeotta,,Lazio-Italia,Gaeta,,Pisa,08/07/1394,Roma,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06503,,,,Pisa,23/09/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06504,,,,Pisa,01/11/1394,Genova,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06505,galeotta,,,Pisa,13/11/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06507,galeotta,,,Pisa,31/10/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone), Ianni di Gaeta (padrone)"
06508,galeotta,,,Pisa,01/11/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06509,galeotta,,,Roma,06/12/1395,Livorno,12/12/1395,Montenero,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06510,galeotta,,,Roma,,Pisa,10/12/1395,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06511,galeotta,,,Roma,,Pisa,15/12/1395,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06512,galeotta,,,Pisa,11/02/1396,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06514,galeotta,,,Pisa,16/02/1396,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06515,galeotta,,,Pisa,19/02/1396,Roma,,,,"Archivio di Stato di Prato (Datini)","Cola Iacopuzzi di Gaeta (padrone)"
06518,galea,,,Venezia,16/04/1410,Maiorca,,,,"Archivio di Stato di Prato (Datini)","messer Nicolò Ierizo di Venezia (padrone)"
06522,"n.s., n.s., nave",,"n.s., Liguria-Italia",Siviglia,,Southampton,05/01/1408,,,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone), Lion. Spinola (padrone), n.s. (padrone)"
06524,,,,Siviglia,,Bruges,25/02/1408,,"vini, oli","Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone)"
06525,,,,Bruges,27/04/1408,Levante,,Southampton,,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone)"
06528,,,,Bruges,11/05/1408,Levante,,"Southampton, Valenza",,"Archivio di Stato di Prato (Datini)","Gabriele Imperiali (padrone)"
06529,,,,Southampton,07/06/1408,Levante,,,,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone)"
06533,,,,Cadice,,Maiorca,13/08/1408,,,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone)"
06534,,,,Gaeta,24/03/1400,Pisa,03/04/1400,,malvasie,"Archivio di Stato di Prato (Datini)","Matteo Imperiale di Genova (conducitore)"
06536,,,,Valenza,,Bruges,28/09/1408,,,"Archivio di Stato di Prato (Datini)","Niccolò Imperiale (padrone)"
06539,nave,,Marche-Italia,Bruges,02/02/1409,,,,,"Archivio di Stato di Prato (Datini)","Niccolò Imperiale (padrone)"
06541,nave,,,Bruges,09/03/1409,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Imperiale (padrone), Cristofano Maruffo di Genova (padrone)"
06542,,,,Genova,12/12/1409,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Cristofano Maruffo di Genova (padrone)"
06543,,,,Maiorca,03/11/1405,Barcellona,04/11/1405,,,"Archivio di Stato di Prato (Datini)","Niccolò Imperiale (padrone)"
06547,,,,Genova,,Bruges,01/02/1407,,,"Archivio di Stato di Prato (Datini)","Vincenzo Imperiale (padrone)"
06548,,,,Genova,24/07/1406,Fiandra,,Barcellona,,"Archivio di Stato di Prato (Datini)","Imperiale (padrone)"
06551,liuto,,,Livorno,18/07/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Ranieri Ingagno (padrone)"
06556,,,,Napoli,,Maiorca,18/05/1395,,vini,"Archivio di Stato di Prato (Datini)","Giame Ingles di Bilbao (padrone)"
06557,,,,Southampton,18/02/1396,Pisa,,,,"Archivio di Stato di Prato (Datini)","Gianni Inghilese (padrone)"
06558,,,,Pisa,10/05/1396,Gaeta,,,,"Archivio di Stato di Prato (Datini)","Ianni Inghizi (padrone)"
06559,,,,Bruges,10/11/1397,"Mare Mediterraneo",,,,"Archivio di Stato di Prato (Datini)","Giame Ingles di Bilbao (padrone)"
06562,bargia,,,Genova,05/01/1399,Maiorca,08/01/1399,,,"Archivio di Stato di Prato (Datini)","Giame Ingles di Bilbao (padrone)"
06563,bargia,,,Barcellona,19/01/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Giame Ingles di Bilbao (padrone)"
06571,,,,Pisa,27/03/1385,Genova,29/03/1385,,,"Archivio di Stato di Prato (Datini)","Inghilese di Luigi da Porto Venere (padrone)"
06572,liuto,,,Genova,30/03/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Inghilese di Luigi da Porto Venere (padrone)"
06573,liuto,,,Genova,02/08/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Inghilese di Luigi da Porto Venere (padrone)"
06574,liuto,,,Genova,25/09/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Inghilese di Luigi da Porto Venere (padrone)"
06575,liuto,,,Genova,16/01/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Inghilese d'Inghilese (padrone)"
06578,nave,,,Bruges,06/02/1394,,,,,"Archivio di Stato di Prato (Datini)","Piero Inghilese di Genova (padrone), maestro Giam Peris di Fonte Ribiera (padrone), P. Angels (conducitore)"
06579,nave,,,Bruges,06/02/1394,,,,,"Archivio di Stato di Prato (Datini)","Piero Inghilese di Genova (padrone), maestro Giam Peris di Fonte Ribiera (padrone), P. Angels (conducitore)"
06581,,,,Bruges,06/02/1394,,,,,"Archivio di Stato di Prato (Datini)","Piero Inghilese di Genova (padrone)"
06582,,,,Bruges,16/02/1394,Valenza,18/03/1394,,,"Archivio di Stato di Prato (Datini)","Piero Inghilese di Genova (padrone)"
06593,,,,Maiorca,31/08/1392,Pisa,,"Valenza, Peñiscola",,"Archivio di Stato di Prato (Datini)","Guglielmo Irscirch (padrone)"
06599,barca,,,Barcellona,10/03/1403,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Ispra (Ramon) (padrone)"
06600,galeotta,,,Maiorca,07/09/1403,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ramon d'Ispra (padrone)"
06606,,,,Ibiza,,Genova,31/10/1400,,,"Archivio di Stato di Prato (Datini)","Gabriele Italiano di Genova (padrone)"
06609,navetta,,Castiglia-Spagna,Maiorca,07/07/1401,Pisa,,,,"Archivio di Stato di Prato (Datini)","Giovanni Italiano di Porto Venere (padrone)"
06610,,,,Ibiza,,Livorno,23/07/1401,Maiorca,,"Archivio di Stato di Prato (Datini)","Giovanni Italiano di Porto Venere (padrone)"
06612,,,,Maiorca,,Pisa,23/07/1401,,,"Archivio di Stato di Prato (Datini)","Giovanni Italiano di Porto Venere (padrone)"
06613,navetta,,,Malaga,,Pisa,23/07/1401,Ibiza,,"Archivio di Stato di Prato (Datini)","Giovanni Italiano di Porto Venere (conducitore)"
06615,,,,Fiandra,,Genova,14/12/1396,Spagna,,"Archivio di Stato di Prato (Datini)","Lazzarino Italiano di Genova (padrone)"
06616,,,,Valenza,01/07/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Luchino Italiano (padrone)"
06618,,,,Valenza,15/10/1392,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06619,,,,Maiorca,01/04/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06620,,,,Savona,,Genova,25/10/1393,"Genova, Barcellona, Valenza",,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06621,,,,Genova,10/12/1393,Valenza,26/01/1394,Barcellona,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone), Tobia Pellegrino (padrone)"
06622,,,,Genova,11/12/1393,Catalogna,,,,"Archivio di Stato di Prato (Datini)","Tobia Pellegrino (padrone)"
06624,,,,Genova,02/07/1394,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06625,,,,Peñiscola,,Genova,15/09/1394,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06630,,,,Genova,01/02/1404,Bruges,27/06/1404,"Barcellona, Maiorca",,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06631,,,,Malaga,20/04/1404,Fiandra,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06641,,,,Valenza,03/10/1405,Bruges,08/12/1405,"Cadice, Alicante","olio, frutta","Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06643,,,,Bruges,04/02/1406,Southampton,,,,"Archivio di Stato di Prato (Datini)","Piero Nottone (padrone), Termo Centurione (padrone), Polo Italiano di Genova (padrone), Ambrogio Ardimento di Genova (padrone), Lorenzo Bandinella di Genova (padrone)"
06644,,,,Bruges,04/02/1406,Genova,,"Southampton, Cadice, Maiorca",,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone), Termo Centurione (padrone)"
06646,,,,Genova,14/10/1406,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06648,,,,Genova,,Valenza,15/05/1407,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06649,,,,Bruges,,Valenza,16/07/1407,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06653,,,,"Mare Mediterraneo",,Bruges,15/12/1407,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06660,,,Alemagna,Bruges,22/03/1408,Genova,,Siviglia,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06661,,,Liguria-Italia,Bruges,11/05/1408,Levante,,"Southampton, Cadice",panni,"Archivio di Stato di Prato (Datini)","Gabriele Imperiale (padrone), Polo Italiano di Genova (padrone), Piero Centurione di Genova (padrone)"
06664,,,,Genova,,Barcellona,05/03/1410,Savona,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06665,,,,Barcellona,,"Aigues Mortes",13/03/1410,Valenza,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06666,,,,Valenza,01/03/1410,Fiandra,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06667,,,,Bruges,23/06/1410,Spagna,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06668,,,,Alicante,,Bruges,28/01/1411,Valenza,frutta,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06670,,,,Bruges,28/04/1411,,,,,"Archivio di Stato di Prato (Datini)","Polo Italiano di Genova (padrone)"
06672,,,,Valenza,30/05/1398,Genova,20/06/1398,,,"Archivio di Stato di Prato (Datini)","Urbano Italiano (padrone)"
06728,legno,,,Maiorca,,Maiorca,02/03/1396,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06729,rampino,,,Barcellona,26/05/1396,Maiorca,29/05/1396,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06730,rampino,,,Maiorca,01/05/1396,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06731,galeotta,,,"Aigues Mortes",,Maiorca,04/07/1397,Barcellona,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06732,,,,Maiorca,08/08/1397,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06733,galeotta,,,Barcellona,16/08/1397,Maiorca,20/08/1397,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
06734,galeotta,,,Barcellona,28/08/1397,Maiorca,31/08/1397,,,"Archivio di Stato di Prato (Datini)","Ladon (padrone)"
